time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-12T00:45:00.291Z,51.6491,178.9783,74.2,2.50,ml,,,,0.53,ak,ak0244qcm9zo,2024-04-12T05:10:49.608Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2024-04-13T04:23:53.995Z,32.64,-104.4199,5,2.50,ml,31,55,0.561,0.32,us,us7000mbuj,2024-04-13T17:45:05.015Z,"14 km SSW of Atoka, New Mexico",earthquake,1.66,1.971,0.097,14,reviewed,us,us
2024-04-14T02:22:26.042Z,61.0191,-151.0637,54.8,2.50,ml,,,,0.38,ak,ak0244tor2to,2024-04-14T02:31:08.040Z,"6 km SE of Tyonek, Alaska",earthquake,,0.8,,,automatic,ak,ak
2024-04-14T23:24:13.801Z,51.6755,-177.1313,14.15,2.50,ml,12,207,0.108,0.33,us,us7000mchz,2024-04-17T23:13:12.040Z,"40 km WSW of Adak, Alaska",earthquake,3.08,4.255,0.128,8,reviewed,us,us
2024-04-15T12:36:04.890Z,31.655,-104.381,5.8435,2.50,ml,32,67,0,0.2,tx,tx2024hkut,2024-04-16T08:26:40.040Z,"57 km S of Whites City, New Mexico",earthquake,0.993942484,1.030350822,0.2,25,reviewed,tx,tx
2024-04-15T15:25:50.953Z,61.4123,-150.7657,56.5,2.50,ml,,,,0.56,ak,ak0244vk1r8a,2024-04-15T15:48:12.040Z,"19 km SW of Susitna, Alaska",earthquake,,1,,,automatic,ak,ak
2024-04-15T19:18:39.990Z,64.4185,-147.1935,7,2.50,ml,,,,0.85,ak,ak0244vmdyr3,2024-04-16T14:19:39.526Z,"18 km SW of Salcha, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2024-04-15T21:02:57.450Z,61.3515,-146.889,22.4,2.50,ml,,,,0.36,ak,ak0244vnhfwx,2024-04-15T21:13:25.040Z,"38 km NW of Valdez, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-16T06:31:53.095Z,31.623,-104.497,6.4587,2.50,ml,34,69,0,0.2,tx,tx2024hmeg,2024-04-16T08:22:29.587Z,"62 km S of Whites City, New Mexico",earthquake,0.941274519,0.639498506,0.1,20,reviewed,tx,tx
2024-04-16T21:07:49.525Z,57.209,-155.9906,12.4,2.50,ml,,,,0.36,ak,ak0244xb1udk,2024-04-16T21:31:32.040Z,"91 km ESE of Ugashik, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-18T09:34:01.096Z,59.7921,-153.0733,97.6,2.50,ml,,,,0.3,ak,ak02450f50p9,2024-04-18T14:09:55.040Z,"57 km E of Pedro Bay, Alaska",earthquake,,0.7,,,automatic,ak,ak
2024-04-19T15:15:18.542Z,29.044,-97.813,5.5664,2.50,ml,15,45,0,0.1,tx,tx2024hsib,2024-04-19T16:39:03.040Z,"19 km NNE of Karnes City, Texas",earthquake,0.698672656,0.984282464,0.2,9,reviewed,tx,tx
2024-04-16T07:27:12.650Z,17.94383333,-66.886,10.23,2.52,md,9,211,0.03171,0.17,pr,pr71445708,2024-04-16T07:36:17.290Z,"3 km S of Maria Antonia, Puerto Rico",earthquake,0.85,0.55,0.172817095,6,reviewed,pr,pr
2024-04-19T07:55:08.360Z,17.95233333,-66.94966667,7.07,2.53,md,15,207,0.04376,0.18,pr,pr71445963,2024-04-19T08:10:20.950Z,"4 km WSW of Guánica, Puerto Rico",earthquake,0.6,0.29,0.060363842,6,reviewed,pr,pr
2024-04-15T09:22:01.520Z,18.23166667,-67.103,22.25,2.54,md,26,47,0.03773,0.25,pr,pr71445628,2024-04-15T09:43:18.260Z,"5 km NE of Mayagüez, Puerto Rico",earthquake,0.4,0.65,0.096950797,7,reviewed,pr,pr
2024-04-12T03:08:46.610Z,40.406,-125.235,10,2.55,md,49,263,0.6885,0.24,nc,nc74033031,2024-04-13T10:17:17.689Z,"81 km W of Petrolia, CA",earthquake,1.29,31.61,0.321,46,reviewed,nc,nc
2024-04-19T02:16:58.710Z,51.78033333,-177.4796667,-1.78,2.56,ml,13,169,0.1531,0.2,av,av93095041,2024-04-19T20:13:35.760Z,"59 km W of Adak, Alaska",earthquake,1.01,0.65,0.197364333,14,reviewed,av,av
2024-04-19T18:59:05.650Z,32.6403333,-115.7191667,9.96,2.56,ml,50,51,0.01084,0.29,ci,ci40551231,2024-04-19T19:10:03.840Z,"14 km WNW of Progreso, B.C., MX",earthquake,0.32,0.54,0.233,26,automatic,ci,ci
2024-04-19T02:19:59.000Z,51.7685,-177.4766667,-1.76,2.57,ml,11,176,0.1502,0.21,av,av93095061,2024-04-19T20:18:51.380Z,"59 km WSW of Adak, Alaska",earthquake,1.14,0.77,0.210481957,10,reviewed,av,av
2024-04-12T05:12:46.540Z,19.2385,-155.3791667,32.33,2.58,ml,53,146,0.01736,0.12,hv,hv74169042,2024-04-13T06:50:37.040Z,"11 km ENE of Pāhala, Hawaii",earthquake,0.41,0.46,0.129840175,5,reviewed,hv,hv
2024-04-14T12:13:56.000Z,32.1808333,-116.624,15.51,2.58,ml,30,103,0.1361,0.19,ci,ci40712680,2024-04-15T15:21:40.066Z,"28 km E of Primo Tapia, B.C., MX",earthquake,0.33,0.73,0.172,90,reviewed,ci,ci
2024-04-19T01:53:15.410Z,51.74566667,-177.4745,1.84,2.58,ml,13,190,0.1496,0.17,av,av93095011,2024-04-19T19:31:18.160Z,"59 km WSW of Adak, Alaska",earthquake,0.88,1.27,0.204007098,13,reviewed,av,av
2024-04-12T01:30:37.360Z,61.3334,-151.4379,95.8,2.60,ml,,,,0.41,ak,ak0244qd4otp,2024-04-12T01:39:15.040Z,"28 km NW of Beluga, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-12T06:04:45.608Z,66.2498,-157.694,0,2.60,ml,,,,1,ak,ak0244qfyavk,2024-04-12T06:10:06.650Z,"75 km SSW of Shungnak, Alaska",earthquake,,1.4,,,automatic,ak,ak
2024-04-13T09:45:45.127Z,42.8271,-111.2281,5,2.60,ml,37,68,0.112,0.38,us,us7000mbvm,2024-04-18T16:53:32.599Z,"18 km WNW of Auburn, Wyoming",earthquake,1.17,1.92,0.036,101,reviewed,us,us
2024-04-13T09:57:35.252Z,58.9639,-136.6385,5.7,2.60,ml,,,,0.69,ak,ak0244s5lac5,2024-04-13T22:31:00.040Z,"61 km SW of Covenant Life, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-13T20:05:26.256Z,63.7385,-153.6094,0.3,2.60,ml,,,,0.87,ak,ak0244sbtw29,2024-04-13T22:13:39.040Z,"65 km WSW of Lake Minchumina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-13T20:50:48.145Z,32.0753,-93.3533,5,2.60,mb_lg,13,88,0.769,0.93,us,us7000mc1r,2024-04-14T14:24:48.161Z,"3 km NW of Edgefield, Louisiana",earthquake,2.25,1.752,0.117,19,reviewed,us,us
2024-04-14T04:54:42.976Z,51.7091,-177.4566,10,2.60,ml,16,185,0.147,0.29,us,us7000mcb5,2024-04-17T01:08:29.040Z,"59 km WSW of Adak, Alaska",earthquake,1.13,1.884,0.091,16,reviewed,us,us
2024-04-14T17:42:35.430Z,17.93083333,-66.935,13.31,2.60,md,24,210,0.04819,0.2,pr,pr71445568,2024-04-14T18:06:41.460Z,"5 km SSW of Guánica, Puerto Rico",earthquake,0.54,0.29,0.319375783,8,reviewed,pr,pr
2024-04-15T21:57:25.505Z,29.065,-97.828,6.9092,2.60,ml,14,44,0,0.1,tx,tx2024hlni,2024-04-16T14:11:44.025Z,"20 km ENE of Falls City, Texas",earthquake,0.883221093,1.268878915,0.2,9,reviewed,tx,tx
2024-04-18T02:02:41.215Z,29.069,-97.831,7.2021,2.60,ml,15,81,0,0.2,tx,tx2024hpmj,2024-04-18T02:41:37.021Z,"20 km ENE of Falls City, Texas",earthquake,0.891405734,1.387030406,0.1,10,reviewed,tx,tx
2024-04-18T15:15:31.686Z,43.1058,-110.3946,9.374,2.60,ml,22,97,0.529,0.37,us,us7000mcxd,2024-04-19T03:03:44.986Z,"10 km S of Bondurant, Wyoming",earthquake,2.98,7.482,0.053,46,reviewed,us,us
2024-04-18T16:12:24.469Z,32.405,-102.149,6.0303,2.60,ml,23,63,0,0.1,tx,tx2024hqok,2024-04-18T16:46:04.040Z,"37 km ENE of McKinney Acres, Texas",earthquake,0.499567074,0.492471605,0.1,12,reviewed,tx,tx
2024-04-19T03:43:00.012Z,31.717,-104.287,6.1511,2.60,ml,15,60,0,0.2,tx,tx2024hrlf,2024-04-19T08:43:55.567Z,"51 km S of Whites City, New Mexico",earthquake,0.780297262,0.874020817,0.1,26,reviewed,tx,tx
2024-04-12T19:24:48.360Z,33.7903333,-118.1463333,13.95,2.61,ml,74,70,0.04368,0.24,ci,ci40711856,2024-04-17T16:09:35.168Z,"2 km SE of Long Beach, CA",earthquake,0.23,0.36,0.232,26,reviewed,ci,ci
2024-04-17T15:55:58.510Z,33.7886667,-118.149,14.25,2.61,ml,70,69,0.04149,0.27,ci,ci40715384,2024-04-18T20:18:54.156Z,"2 km SSE of Long Beach, CA",earthquake,0.25,0.4,0.174,115,reviewed,ci,ci
2024-04-12T15:14:58.930Z,18.1655,-65.75833333,13.9,2.62,md,9,131,0.05016,0.2,pr,pr71445428,2024-04-12T15:30:00.760Z,"1 km W of Punta Santiago, Puerto Rico",earthquake,0.96,0.37,0.203165052,6,reviewed,pr,pr
2024-04-18T13:21:25.520Z,40.0411667,-121.3005,6.09,2.62,md,41,29,0.2381,0.19,nc,nc74036546,2024-04-19T06:24:07.377Z,"6 km NW of Belden, CA",earthquake,0.28,1.35,0.12,41,reviewed,nc,nc
2024-04-13T11:17:34.370Z,17.9775,-66.83866667,15.86,2.64,md,19,160,0.03871,0.16,pr,pr71445493,2024-04-13T11:50:15.190Z,"2 km SW of Indios, Puerto Rico",earthquake,0.42,0.38,0.152388859,12,reviewed,pr,pr
2024-04-14T06:47:36.280Z,35.8051667,-117.6353333,1.15,2.64,ml,32,122,0.1054,0.18,ci,ci40712608,2024-04-15T15:15:35.040Z,"21 km N of Ridgecrest, CA",earthquake,0.22,0.37,0.141,150,reviewed,ci,ci
2024-04-17T15:56:21.370Z,33.6243333,-118.3936667,14.05,2.64,ml,58,128,0.1191,0.21,ci,ci40715392,2024-04-18T14:23:49.909Z,"13 km S of Rancho Palos Verdes, CA",earthquake,0.24,0.45,0.121,113,reviewed,ci,ci
2024-04-12T07:22:13.730Z,19.1645,-155.3566667,27.65,2.65,ml,54,180,0.08224,0.12,hv,hv74169092,2024-04-13T12:15:15.040Z,"13 km ESE of Pāhala, Hawaii",earthquake,0.42,0.54,0.143449986,4,reviewed,hv,hv
2024-04-16T03:42:00.720Z,18.23416667,-66.97566667,18.04,2.65,md,21,73,0.04961,0.22,pr,pr71445693,2024-04-16T03:53:59.810Z,"2 km SE of Las Marías, Puerto Rico",earthquake,0.29,0.74,0.23155179,10,reviewed,pr,pr
2024-04-12T06:23:57.480Z,37.0646667,-121.511,6.14,2.66,md,90,29,0.04445,0.1,nc,nc74033106,2024-04-18T22:49:23.788Z,"8 km NE of Gilroy, CA",earthquake,0.12,0.31,0.146,93,reviewed,nc,nc
2024-04-12T18:21:42.120Z,40.1585,-122.1166667,26.56,2.67,md,18,95,0.05043,0.12,nc,nc74033331,2024-04-16T16:50:35.609Z,"10 km ESE of Red Bluff, CA",earthquake,0.56,0.43,0.161,30,reviewed,nc,nc
2024-04-15T18:53:59.260Z,19.33216667,-155.7896667,7.18,2.67,ml,45,145,0.1015,0.3,hv,hv74172442,2024-04-15T20:12:57.490Z,"15 km SSE of Honaunau-Napoopoo, Hawaii",earthquake,0.42,0.43,0.18410384,7,reviewed,hv,hv
2024-04-18T11:28:27.440Z,40.2096667,-121.1446667,3.1,2.67,md,39,50,0.03799,0.19,nc,nc74036506,2024-04-19T06:15:11.900Z,"1 km E of Prattville, CA",earthquake,0.27,0.43,0.115,41,reviewed,nc,nc
2024-04-12T09:29:31.550Z,18.52433333,-66.88816667,12.7,2.68,md,9,216,0.2191,0.09,pr,pr71445418,2024-04-12T10:06:17.771Z,"6 km NW of Camuy, Puerto Rico",earthquake,0.46,0.5,0.164516618,8,reviewed,pr,pr
2024-04-13T20:32:56.169Z,30.877,-103.49,2.2034,2.70,ml,30,72,0.1,0.2,tx,tx2024hhtm,2024-04-15T07:38:46.623Z,"27 km ESE of Balmorhea, Texas",earthquake,0.921358104,1.192959774,0.1,23,reviewed,tx,tx
2024-04-14T07:44:23.906Z,40.8193,14.0847,10.498,2.70,ml,14,130,1.199,0.55,us,us7000mc0m,2024-04-14T21:57:26.747Z,"2 km NNE of Bacoli, Italy",earthquake,3.51,7.969,0.071,26,reviewed,us,us
2024-04-16T21:26:39.477Z,31.653,-104.175,6.0101,2.70,ml,26,59,0.1,0.1,tx,tx2024hnht,2024-04-16T21:49:38.128Z,"52 km NW of Toyah, Texas",earthquake,0.472844516,0.562799939,0.2,14,reviewed,tx,tx
2024-04-19T15:33:02.529Z,62.936,-151.2783,126.1,2.70,ml,,,,0.21,ak,ak0245268rrg,2024-04-19T15:57:12.040Z,"55 km NNW of Petersville, Alaska",earthquake,,1,,,automatic,ak,ak
2024-04-17T10:40:42.410Z,51.738,-177.4653333,8.95,2.71,ml,16,193,0.145,0.27,av,av93092711,2024-04-18T03:39:05.400Z,"59 km WSW of Adak, Alaska",earthquake,1.14,0.8,0.181881296,15,reviewed,av,av
2024-04-17T10:44:03.250Z,51.74266667,-177.479,9.23,2.77,ml,13,191,0.1527,0.19,av,av93092721,2024-04-18T03:44:06.260Z,"60 km WSW of Adak, Alaska",earthquake,0.74,0.89,0.232763419,12,reviewed,av,av
2024-04-17T20:43:06.840Z,35.84666667,-90.09966667,5.88,2.78,md,55,43,0.0292,0.24,nm,nm60577851,2024-04-19T14:27:39.372Z,"5 km W of Dell, Arkansas",earthquake,0.34,0.73,0.129996991,41,reviewed,nm,nm
2024-04-13T05:48:42.487Z,32.6709,-104.3736,6.994,2.80,ml,26,102,0.487,0.45,us,us7000mbut,2024-04-13T07:54:00.040Z,"11 km S of Atoka, New Mexico",earthquake,2.52,6.095,0.091,16,reviewed,us,us
2024-04-16T17:02:58.187Z,61.4959,-159.3671,13.5,2.80,ml,,,,0.71,ak,ak0244x8n21m,2024-04-16T19:45:29.040Z,"10 km SW of Chuathbaluk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-18T02:54:24.967Z,59.2392,-138.3987,0,2.80,ml,,,,0.63,ak,ak02450b3bmo,2024-04-18T03:03:36.040Z,"82 km ESE of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-04-19T15:27:57.786Z,31.808,-103.673,7.7277,2.80,ml,23,53,0.1,0.1,tx,tx2024hsil,2024-04-19T16:34:57.223Z,"13 km NNW of Mentone, Texas",earthquake,0.36594151,0.689522395,0.1,15,reviewed,tx,tx
2024-04-15T16:31:28.000Z,19.15183333,-155.4685,32.61,2.83,md,44,161,0.00701,0.1,hv,hv74172367,2024-04-15T19:41:17.378Z,"5 km S of Pāhala, Hawaii",earthquake,0.52,0.55,0.064834618,12,reviewed,hv,hv
2024-04-16T15:19:10.650Z,33.9916667,-118.35,11.65,2.83,ml,103,39,0.009795,0.23,ci,ci40714024,2024-04-18T06:18:01.046Z,"0 km SSW of View Park-Windsor Hills, CA",earthquake,0.14,0.25,0.192,24,reviewed,ci,ci
2024-04-12T08:36:15.070Z,36.55483333,-89.8195,12.83,2.84,md,66,43,0.06294,0.11,nm,nm60577031,2024-04-15T01:39:24.198Z,"0 km NW of Risco, Missouri",earthquake,0.21,0.48,0.100027244,55,reviewed,nm,nm
2024-04-13T18:57:39.000Z,31.733,-104.086,5.946,2.90,ml,32,44,0,0.1,tx,tx2024hhqi,2024-04-13T19:25:11.040Z,"46 km W of Mentone, Texas",earthquake,0.506677082,0.72928154,0.2,37,reviewed,tx,tx
2024-04-14T02:39:47.587Z,51.7029,-177.4639,10,2.90,ml,15,200,0.154,0.21,us,us7000mcay,2024-04-17T01:01:28.040Z,"60 km WSW of Adak, Alaska",earthquake,2.19,1.826,0.105,12,reviewed,us,us
2024-04-14T20:59:18.893Z,32.859,-100.919,3.9307,2.90,ml,10,71,0,0.1,tx,tx2024hjpw,2024-04-14T21:12:19.239Z,"15 km N of Snyder, Texas",earthquake,0.73412872,0.944838947,0.1,13,reviewed,tx,tx
2024-04-16T03:08:41.690Z,40.3908333,-124.8113333,18.12,2.90,md,77,238,0.3715,0.16,nc,nc74035086,2024-04-18T04:12:39.368Z,"45 km W of Petrolia, CA",earthquake,0.85,0.6,0.125,75,reviewed,nc,nc
2024-04-16T16:42:50.280Z,40.647,-125.1966667,10,2.90,md,76,242,0.6766,0.31,nc,nc74035411,2024-04-18T19:18:11.040Z,"79 km W of Ferndale, CA",earthquake,1.14,31.61,0.175,61,reviewed,nc,nc
2024-04-17T07:50:54.770Z,18.19383333,-67.199,13.84,2.90,md,18,173,0.05654,0.27,pr,pr71445758,2024-04-17T09:00:31.550Z,"6 km W of Mayagüez, Puerto Rico",earthquake,0.66,0.41,0.076629923,6,reviewed,pr,pr
2024-04-19T09:23:13.067Z,31.677,-104.41,5.6384,2.90,ml,23,69,0,0.1,tx,tx2024hrwl,2024-04-19T09:45:37.188Z,"55 km S of Whites City, New Mexico",earthquake,0.867848568,0.874741398,0.1,12,reviewed,tx,tx
2024-04-19T12:05:45.727Z,38.1575,-117.9677,12.7,2.90,ml,14,69.07,0.044,0.1854,nn,nn00876461,2024-04-19T15:45:07.656Z,"28 km SSE of Mina, Nevada",earthquake,,1,0.46,6,reviewed,nn,nn
2024-04-14T19:57:03.280Z,37.4253333,-121.314,-0.33,2.92,md,133,134,0.04684,0.13,nc,nc74034331,2024-04-15T20:02:40.531Z,"17 km SW of Westley, CA",earthquake,0.12,0.17,0.153,197,reviewed,nc,nc
2024-04-15T08:55:36.160Z,40.3746667,-125.1006667,10,2.96,ml,33,299,0.5859,0.45,nc,nc74034651,2024-04-16T11:55:16.040Z,"69 km W of Petrolia, CA",earthquake,2.49,31.61,0.213,13,reviewed,nc,nc
2024-04-17T17:02:14.490Z,40.4151649,-125.1291656,14.43,2.98,md,26,281,0.6143,0.3,nc,nc74036096,2024-04-18T06:25:26.501Z,"72 km W of Petrolia, CA",earthquake,4.85,25.92,0.14,6,automatic,nc,nc
2024-04-15T21:42:18.481Z,57.2436,-156.0186,0,3.00,ml,,,,0.57,ak,ak0244vnpxjs,2024-04-15T22:04:11.040Z,"88 km ESE of Ugashik, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-16T06:33:19.196Z,31.624,-104.509,6.5613,3.00,ml,27,75,0,0.1,tx,tx2024hmei,2024-04-19T14:29:16.380Z,"62 km SSW of Whites City, New Mexico",earthquake,1.421428496,0.642756636,0.1,15,reviewed,tx,tx
2024-04-16T10:51:13.187Z,57.1406,-157.6108,8.903,3.00,ml,16,83,0.375,0.69,us,us7000mcdd,2024-04-16T16:46:22.040Z,"43 km SSW of Ugashik, Alaska",earthquake,2.71,6.812,0.055,44,reviewed,us,us
2024-04-15T07:46:49.430Z,56.2701,-149.4507,10,3.10,ml,24,229,2.288,0.35,us,us7000mc54,2024-04-16T06:56:19.040Z,"227 km SE of Chiniak, Alaska",earthquake,8.46,2.015,0.056,42,reviewed,us,us
2024-04-16T12:07:06.544Z,54.2053,-159.7361,35,3.10,ml,29,213,1.224,0.75,us,us7000mcdk,2024-04-18T14:44:38.040Z,"135 km SSE of Sand Point, Alaska",earthquake,7.55,2.019,0.077,22,reviewed,us,us
2024-04-19T20:04:01.090Z,57.6839,-153.4415,14.4,3.10,ml,,,,0.6,ak,ak0245291pd9,2024-04-19T20:06:51.488Z,"35 km ENE of Larsen Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2024-04-13T13:45:17.580Z,37.3511667,-118.5015,9.28,3.13,ml,35,60,0.04926,0.05,nc,nc74033731,2024-04-15T21:39:36.330Z,"4 km WSW of West Bishop, CA",earthquake,0.27,0.52,0.229,30,reviewed,nc,nc
2024-04-17T13:15:40.010Z,17.948,-66.50633333,10.84,3.14,md,15,111,0.06436,0.11,pr,pr71445813,2024-04-17T13:42:53.190Z,"4 km SSW of Potala Pastillo, Puerto Rico",earthquake,0.28,0.35,0.168230191,16,reviewed,pr,pr
2024-04-19T04:51:42.330Z,35.494,-118.5156667,3.36,3.16,ml,80,18,0.1718,0.19,ci,ci40550039,2024-04-19T19:44:51.944Z,"11 km SSW of Bodfish, CA",earthquake,0.12,0.58,0.176,290,reviewed,ci,ci
2024-04-15T18:16:44.040Z,19.151,-155.4681667,32.92,3.18,ml,42,161,0.007213,0.1,hv,hv74172412,2024-04-16T11:58:47.850Z,"5 km S of Pāhala, Hawaii",earthquake,0.46,0.6,0.092217602,24,reviewed,hv,hv
2024-04-15T19:13:26.557Z,59.9519,-153.1156,117,3.20,ml,,,,0.34,ak,ak0244vmcv71,2024-04-15T19:24:11.040Z,"58 km ENE of Pedro Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-04-17T00:11:00.253Z,29.08,-97.82,4.9561,3.20,ml,24,48,0,0.2,tx,tx2024hnne,2024-04-17T14:13:30.474Z,"21 km SSW of Nixon, Texas",earthquake,1.008420788,1.438050967,0.1,13,reviewed,tx,tx
2024-04-18T12:05:05.790Z,17.9773,-67.027,5,3.21,md,14,145,0.0189,0.19,pr,pr2024109000,2024-04-19T04:36:35.366Z,"2 km E of La Parguera, Puerto Rico",earthquake,0.66,0.47,0.05,5,reviewed,pr,pr
2024-04-16T15:25:40.000Z,36.1215,-117.893,5.77,3.24,ml,36,49,0.03113,0.17,ci,ci40714072,2024-04-16T18:36:07.040Z,"10 km NNE of Coso Junction, CA",earthquake,0.19,0.45,0.158,99,reviewed,ci,ci
2024-04-15T01:23:47.389Z,31.619,-104.485,3.9722,3.30,ml,37,69,0.1,0.2,tx,tx2024hjyp,2024-04-16T05:04:22.725Z,"62 km S of Whites City, New Mexico",earthquake,1.692798104,1.648372829,0.1,43,reviewed,tx,tx
2024-04-18T21:19:39.252Z,62.3076,-150.7909,64.3,3.30,ml,,,,0.68,ak,ak02450m734y,2024-04-18T21:30:57.040Z,"21 km S of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-04-16T15:23:03.890Z,36.1215,-117.8923333,4.35,3.35,ml,36,49,0.03059,0.16,ci,ci40714048,2024-04-17T15:26:33.198Z,"10 km NNE of Coso Junction, CA",earthquake,0.21,0.44,0.181,37,reviewed,ci,ci
2024-04-14T05:37:06.600Z,18.23783333,-67.733,9.13,3.40,md,28,178,0.2818,0.52,pr,pr71445548,2024-04-15T15:18:03.040Z,"52 km W of Stella, Puerto Rico",earthquake,1.2,1.36,0.098476574,13,reviewed,pr,pr
2024-04-16T17:43:11.770Z,36.1171667,-117.886,6.03,3.43,ml,41,42,0.02522,0.17,ci,ci40714288,2024-04-17T07:07:34.684Z,"10 km NE of Coso Junction, CA",earthquake,0.19,0.42,0.152,107,reviewed,ci,ci
2024-04-18T09:33:21.020Z,40.3779984,-125.0963364,-0.06,3.43,ml,52,263,0.5831,0.46,nc,nc74036471,2024-04-18T14:36:44.993Z,"69 km W of Petrolia, CA",earthquake,3.28,13.05,0.264,9,automatic,nc,nc
2024-04-15T21:22:06.470Z,19.188,-64.58833333,20.92,3.44,md,8,299,0.7643,0.16,pr,pr71445683,2024-04-15T21:59:24.040Z,"97 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,1.18,15.65,0.10776745,6,reviewed,pr,pr
2024-04-14T13:07:22.122Z,51.4415,178.826,39.9,3.50,ml,,,,0.66,ak,ak0244tv7mir,2024-04-14T17:43:19.500Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2024-04-17T07:42:04.750Z,19.2425,-65.2935,27,3.51,md,16,237,0.9488,0.48,pr,pr2024108000,2024-04-17T08:24:13.632Z,"103 km N of Culebra, Puerto Rico",earthquake,2.31,32.259,0.09,7,reviewed,pr,pr
2024-04-13T19:59:47.420Z,18.56,-68.393,7,3.54,md,11,168,0.0475,0.61,pr,pr2024104003,2024-04-13T22:18:59.040Z,"2 km SSE of Punta Cana, Dominican Republic",earthquake,4.95,1.62,0.13,7,reviewed,pr,pr
2024-04-14T19:43:20.030Z,19.2866,-65.0985,65,3.56,md,16,272,0.9431,0.21,pr,pr2024105000,2024-04-14T20:10:48.040Z,"106 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.33,4.92,0.06,7,reviewed,pr,pr
2024-04-14T03:58:03.683Z,53.2118,-166.8891,23.51,3.60,mb,39,203,0.583,0.83,us,us7000mc06,2024-04-17T01:26:14.040Z,"77 km SSW of Unalaska, Alaska",earthquake,2.93,13.414,0.176,8,reviewed,us,us
2024-04-15T09:32:43.114Z,54.9009,-160.3393,39.817,3.60,ml,45,187,0.456,0.59,us,us7000mc5l,2024-04-15T19:23:14.186Z,"49 km SSE of Sand Point, Alaska",earthquake,6.5,19.878,0.066,30,reviewed,us,us
2024-04-18T20:31:48.729Z,62.2335,-149.6797,45.1,3.60,ml,,,,0.72,ak,ak02450lo8sv,2024-04-18T23:12:04.235Z,"12 km NE of Susitna North, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2024-04-13T07:01:11.520Z,19.5356,-65.9708,36,3.61,md,9,327,1.2317,0.29,pr,pr2024104000,2024-04-14T04:56:39.040Z,"119 km N of San Juan, Puerto Rico",earthquake,3.82,22.36,0.03,6,reviewed,pr,pr
2024-04-13T08:59:35.670Z,18.7655,-65.4878,66,3.61,md,12,222,0.7506,0.38,pr,pr2024104001,2024-04-13T09:33:46.689Z,"49 km NNE of Luquillo, Puerto Rico",earthquake,4,4.39,0.2,7,reviewed,pr,pr
2024-04-14T03:23:02.606Z,51.1637,-179.2784,32.431,3.70,mb,33,214,0.487,0.74,us,us7000mc05,2024-04-17T01:14:51.040Z,"199 km WSW of Adak, Alaska",earthquake,5.3,10.868,0.13,15,reviewed,us,us
2024-04-14T19:58:26.480Z,19.2446,-65.117,63,3.72,md,12,269,0.9677,0.4,pr,pr2024105001,2024-04-14T20:26:43.040Z,"101 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,4.08,9.04,0.04,5,reviewed,pr,pr
2024-04-15T07:02:02.570Z,18.95,-64.4835,55,3.73,md,10,294,0.5518,0.41,pr,pr2024106000,2024-04-16T07:11:22.040Z,"75 km NNE of Cruz Bay, U.S. Virgin Islands",earthquake,7.22,9.25,0.08,8,reviewed,pr,pr
2024-04-15T17:48:58.900Z,18.9695,-68.732,4,3.73,md,20,157,0.5574,0.65,pr,pr2024106002,2024-04-15T18:35:59.267Z,"33 km E of Miches, Dominican Republic",earthquake,1.44,1.96,0.15,12,reviewed,pr,pr
2024-04-13T13:51:27.980Z,19.005,-68.691,11,3.75,md,15,164,0.573,0.6,pr,pr2024104002,2024-04-13T15:27:03.470Z,"37 km E of Miches, Dominican Republic",earthquake,2.28,3.14,0.21,13,reviewed,pr,pr
2024-04-15T12:59:20.290Z,19.2338,-64.6123,44,3.75,md,16,293,0.8188,0.33,pr,pr2024106001,2024-04-16T08:43:53.040Z,"101 km N of Cruz Bay, U.S. Virgin Islands",earthquake,3.88,11.95,0.18,10,reviewed,pr,pr
2024-04-15T20:57:58.710Z,19.2211,-64.649,23,3.78,md,17,290,0.8067,0.38,pr,pr2024106003,2024-04-15T21:25:20.762Z,"99 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.56,28.81,0.1,9,reviewed,pr,pr
